complexity,hist_avg,skill,duration,label,deviation_ratio
2,4.0,3,2.920020165086124,0,0.730005041271531
2,4.0,1,4.419340068046765,0,1.1048350170116912
3,6.0,3,4.729631204898342,0,0.788271867483057
3,6.0,3,3.418506533248501,0,0.5697510888747502
2,4.0,2,3.766634673269001,0,0.9416586683172502
3,6.0,3,3.5613487997423636,0,0.593558133290394
5,10.0,2,10.255860368075345,0,1.0255860368075345
1,2.0,3,1.1770907703757159,0,0.5885453851878579
4,8.0,1,15.729186975755928,0,1.966148371969491
4,8.0,1,13.970131295282156,0,1.7462664119102695
3,6.0,1,9.35027932131732,0,1.55837988688622
4,8.0,3,6.366265537010978,0,0.7957831921263723
1,2.0,3,1.3624144806088252,0,0.6812072403044126
5,10.0,2,11.598589588580047,0,1.1598589588580048
2,4.0,3,2.6958038091492433,0,0.6739509522873108
5,10.0,2,10.423099277427548,0,1.0423099277427548
1,2.0,1,2.29170754305044,0,1.14585377152522
4,8.0,2,6.997014476964178,0,0.8746268096205223
1,2.0,3,1.1530467058396883,0,0.5765233529198441
5,10.0,3,8.469152841516866,0,0.8469152841516866
4,8.0,3,6.69569824228859,0,0.8369622802860738
1,2.0,2,1.7367100699120528,0,0.8683550349560264
3,6.0,2,7.030502373906206,0,1.1717503956510342
3,6.0,2,5.471949824784682,0,0.9119916374641136
4,8.0,1,9.876203987998595,0,1.2345254984998244
4,8.0,3,4.990737733986099,0,0.6238422167482623
4,8.0,1,12.728268992866893,0,1.5910336241083616
1,2.0,2,2.214223601154271,0,1.1071118005771354
5,10.0,2,8.61745086109681,0,0.8617450861096809
4,8.0,1,12.751144078829196,0,1.5938930098536495
1,2.0,2,1.8692834225551365,0,0.9346417112775682
2,4.0,1,4.423639877166714,0,1.1059099692916785
4,8.0,2,7.431532303919114,0,0.9289415379898892
2,4.0,1,4.737511057518805,0,1.1843777643797013
1,2.0,1,2.3227278134146974,0,1.1613639067073487
3,6.0,2,5.056078200272247,0,0.8426797000453745
5,10.0,2,10.983898102194871,0,1.0983898102194871
2,4.0,2,4.692700907359927,0,1.1731752268399818
3,6.0,1,7.519211294732201,0,1.2532018824553668
3,6.0,3,5.138782893292246,0,0.8564638155487078
4,8.0,1,9.48290617353073,0,1.1853632716913411
1,2.0,1,2.4993848256993085,0,1.2496924128496543
3,6.0,1,7.40316711755802,0,1.23386118625967
3,6.0,3,4.576816442342741,0,0.7628027403904568
4,8.0,1,15.618308499565062,0,1.9522885624456328
1,2.0,2,2.2532795515772617,0,1.1266397757886308
3,6.0,1,8.120597934784248,0,1.353432989130708
1,2.0,1,2.819153899782264,0,1.409576949891132
2,4.0,2,3.3065905798253072,0,0.8266476449563268
3,6.0,3,3.5844442381600596,0,0.5974073730266766
3,6.0,3,4.7626543426738595,0,0.7937757237789765
2,4.0,3,3.364645267678002,0,0.8411613169195005
1,2.0,2,2.315114066440766,0,1.157557033220383
4,8.0,1,9.581934999376491,0,1.1977418749220614
1,2.0,1,2.596857410814089,0,1.2984287054070445
1,2.0,2,1.7636356745355706,0,0.8818178372677853
2,4.0,2,3.9903703794093803,0,0.9975925948523451
2,4.0,1,4.588130687895643,0,1.1470326719739108
5,10.0,3,6.81222900978213,0,0.681222900978213
5,10.0,3,8.151345170494572,0,0.8151345170494573
5,10.0,1,12.784214510419472,0,1.2784214510419472
4,8.0,1,14.310703984063341,0,1.7888379980079177
3,6.0,3,4.445776026860111,0,0.7409626711433518
2,4.0,3,3.0067575869149783,0,0.7516893967287446
4,8.0,3,6.9352314740839125,0,0.8669039342604891
2,4.0,2,4.183920421044247,0,1.0459801052610618
2,4.0,1,4.738723367635138,0,1.1846808419087844
2,4.0,1,5.225024612511235,0,1.3062561531278087
4,8.0,3,6.866222803158049,0,0.8582778503947561
4,8.0,1,15.995194851395102,0,1.9993993564243877
2,4.0,1,6.557359578293943,0,1.6393398945734858
2,4.0,1,5.924383592617926,0,1.4810958981544815
5,10.0,2,11.73746805907606,0,1.173746805907606
3,6.0,3,3.5957967011438092,0,0.5992994501906349
5,10.0,1,12.121413307819815,0,1.2121413307819815
4,8.0,2,9.079970524807974,0,1.1349963156009968
1,2.0,3,1.3193243289892105,0,0.6596621644946052
3,6.0,3,4.126085191430651,0,0.6876808652384417
1,2.0,1,2.7772102626234743,0,1.3886051313117371
4,8.0,1,8.358538431398298,0,1.0448173039247872
1,2.0,3,1.3748279638982037,0,0.6874139819491019
1,2.0,2,2.3358844931302083,0,1.1679422465651041
2,4.0,3,2.6841000984271717,0,0.6710250246067929
2,4.0,3,2.818838964338953,0,0.7047097410847383
3,6.0,3,4.2286838709747725,0,0.7047806451624621
3,6.0,2,5.2233287676149365,0,0.8705547946024894
4,8.0,2,6.508413312789104,0,0.813551664098638
1,2.0,1,3.7034310716958627,0,1.8517155358479314
3,6.0,2,5.328233313794633,0,0.8880388856324388
2,4.0,1,6.303122518812341,0,1.5757806297030852
1,2.0,1,2.3892184737264754,0,1.1946092368632377
4,8.0,3,7.031998084725626,0,0.8789997605907033
1,2.0,3,1.501046411084828,0,0.750523205542414
5,10.0,2,10.99984188159671,0,1.099984188159671
3,6.0,3,4.03082303817472,0,0.6718038396957867
5,10.0,1,10.780116545620187,0,1.0780116545620186
3,6.0,2,5.505707230130332,0,0.9176178716883886
3,6.0,3,4.373083641877989,0,0.7288472736463315
4,8.0,1,11.654348666482713,0,1.4567935833103391
3,6.0,3,3.557724440316126,0,0.592954073386021
5,10.0,3,8.627569478827626,0,0.8627569478827626
2,4.0,2,4.635888655710215,0,1.1589721639275536
2,4.0,1,4.265607239547035,0,1.0664018098867587
4,8.0,2,9.174380032036876,0,1.1467975040046094
1,2.0,1,2.541702096820535,0,1.2708510484102675
3,6.0,3,3.3978442324883793,0,0.5663073720813966
1,2.0,3,1.4844438513686402,0,0.7422219256843201
3,6.0,1,9.713942689048206,0,1.618990448174701
2,4.0,3,2.5512604044793012,0,0.6378151011198253
3,6.0,1,7.1203507363729335,0,1.1867251227288222
2,4.0,3,3.0505481918860298,0,0.7626370479715074
1,2.0,3,1.6628019810988057,0,0.8314009905494029
5,10.0,3,7.465732995103015,0,0.7465732995103015
4,8.0,2,9.25654947544632,0,1.15706868443079
5,10.0,3,6.430154986980136,0,0.6430154986980136
2,4.0,3,2.995577526418954,0,0.7488943816047385
4,8.0,1,11.191998645412214,0,1.3989998306765268
1,2.0,2,2.2888544159797775,0,1.1444272079898887
3,6.0,2,6.632653905983426,0,1.1054423176639043
1,2.0,2,2.0526212959732484,0,1.0263106479866242
3,6.0,2,5.9305570864651544,0,0.9884261810775258
1,2.0,2,1.617975446656094,0,0.808987723328047
1,2.0,2,2.106782575860918,0,1.053391287930459
1,2.0,2,2.1160433342154636,0,1.0580216671077318
4,8.0,2,8.082208583368594,0,1.0102760729210742
5,10.0,2,9.089229306077476,0,0.9089229306077475
3,6.0,2,6.994317135745198,0,1.1657195226241996
5,10.0,2,10.306065902057014,0,1.0306065902057013
2,4.0,1,5.845832046195186,0,1.4614580115487965
2,4.0,3,2.376420774564703,0,0.5941051936411758
5,10.0,3,8.480059653913937,0,0.8480059653913937
3,6.0,2,6.241240465040768,0,1.0402067441734613
1,2.0,1,2.444772259536775,0,1.2223861297683876
5,10.0,1,14.755213458877561,0,1.475521345887756
4,8.0,2,8.06053665690508,0,1.007567082113135
2,4.0,2,4.380853786282192,0,1.095213446570548
3,6.0,1,10.003669163070263,0,1.6672781938450438
2,4.0,1,5.779469754414623,0,1.4448674386036557
3,6.0,1,10.742365053400691,0,1.7903941755667818
3,6.0,2,5.94252096527784,0,0.99042016087964
5,10.0,1,13.207076712878827,0,1.3207076712878827
4,8.0,3,6.003399502592654,0,0.7504249378240817
3,6.0,1,9.337325382535717,0,1.5562208970892861
5,10.0,3,6.669580450614275,0,0.6669580450614274
2,4.0,2,3.370557205014035,0,0.8426393012535087
1,2.0,1,2.938610585262045,0,1.4693052926310226
5,10.0,3,7.514515386458095,0,0.7514515386458095
1,2.0,3,1.168597382636558,0,0.584298691318279
2,4.0,1,4.169731865003238,0,1.0424329662508094
3,6.0,2,4.812609164540124,0,0.8021015274233539
4,8.0,3,5.285367185432093,0,0.6606708981790116
3,6.0,3,5.2072296686671065,0,0.8678716114445177
1,2.0,2,2.1524481859565125,0,1.0762240929782563
1,2.0,3,1.1754913355917975,0,0.5877456677958988
3,6.0,3,4.908597403893984,0,0.818099567315664
5,10.0,2,10.548926319157948,0,1.0548926319157947
1,2.0,2,1.9915399709145123,0,0.9957699854572561
3,6.0,2,4.923829935980904,0,0.820638322663484
2,4.0,3,2.296531760268928,0,0.574132940067232
1,2.0,3,1.475716212119795,0,0.7378581060598975
2,4.0,3,2.2834508525898225,0,0.5708627131474556
5,10.0,3,6.551516823592163,0,0.6551516823592163
2,4.0,3,3.4486611060651953,0,0.8621652765162988
2,4.0,3,3.3434145932663215,0,0.8358536483165804
3,6.0,2,6.053842982570806,0,1.0089738304284677
1,2.0,2,2.0770159027856425,0,1.0385079513928213
3,6.0,1,6.720187978166266,0,1.1200313296943778
5,10.0,3,6.6875998840578115,0,0.6687599884057811
4,8.0,3,5.287143264846363,0,0.6608929081057954
1,2.0,1,3.456242764167526,0,1.728121382083763
5,10.0,2,10.080672439514927,0,1.0080672439514928
5,10.0,2,11.5066615114498,0,1.1506661511449798
2,4.0,3,2.8312868487367524,0,0.7078217121841881
2,4.0,2,3.2003800377214153,0,0.8000950094303538
5,10.0,1,14.39322445516515,0,1.439322445516515
3,6.0,3,5.276033492224009,0,0.8793389153706682
4,8.0,1,14.703006563906976,0,1.837875820488372
5,10.0,2,9.919502481215636,0,0.9919502481215636
1,2.0,3,1.374903925744407,0,0.6874519628722034
1,2.0,3,1.389668481457325,0,0.6948342407286625
5,10.0,1,12.883282315990344,0,1.2883282315990345
3,6.0,1,8.452842263678447,0,1.4088070439464078
2,4.0,2,3.573772401679856,0,0.893443100419964
1,2.0,1,3.9735053322796716,0,1.9867526661398358
1,2.0,3,1.3659690541821963,0,0.6829845270910981
4,8.0,3,6.911900630912578,0,0.8639875788640723
5,10.0,1,11.3298744240475,0,1.13298744240475
3,6.0,2,6.272187334105698,0,1.045364555684283
1,2.0,3,1.754347920727665,0,0.8771739603638325
3,6.0,1,10.293795089712379,0,1.7156325149520633
5,10.0,3,7.240603235252827,0,0.7240603235252827
2,4.0,3,2.4659558809670505,0,0.6164889702417626
2,4.0,1,4.935583170520099,0,1.2338957926300247
3,6.0,2,6.7218472491117,0,1.12030787485195
1,2.0,1,4.009724749046043,0,2.0048623745230216
2,4.0,1,4.8834042367530675,0,1.2208510591882669
2,4.0,3,3.210545248901237,0,0.8026363122253093
1,2.0,3,1.6421331999939957,0,0.8210665999969978
5,10.0,1,15.984533998091504,0,1.5984533998091504
1,2.0,2,2.288101453134339,0,1.1440507265671696
3,6.0,1,8.68089934034157,0,1.446816556723595
3,6.0,1,11.78578801838242,0,1.9642980030637365
1,2.0,2,2.2897020938123607,0,1.1448510469061803
1,2.0,3,1.539354867608974,0,0.769677433804487
5,10.0,3,5.878357631716512,0,0.5878357631716512
4,8.0,3,4.493010277934146,0,0.5616262847417682
3,6.0,1,6.544409549640601,0,1.0907349249401002
2,4.0,2,4.73939515614728,0,1.18484878903682
5,10.0,1,20.7113434855085,0,2.07113434855085
2,4.0,1,6.159240161678856,0,1.539810040419714
5,10.0,3,8.238979090960477,0,0.8238979090960477
2,4.0,3,3.3465508867934064,0,0.8366377216983516
1,2.0,2,2.017008249744332,0,1.008504124872166
4,8.0,1,9.629074288725016,0,1.203634286090627
1,2.0,1,3.8209877229964384,0,1.9104938614982192
1,2.0,1,3.4946928052614252,0,1.7473464026307126
3,6.0,2,5.2541316954840145,0,0.8756886159140024
5,10.0,3,8.676208922191705,0,0.8676208922191705
1,2.0,3,1.6826057473460043,0,0.8413028736730022
2,4.0,2,4.51191506785296,0,1.12797876696324
5,10.0,2,11.634805237077472,0,1.1634805237077472
2,4.0,2,4.531414684732387,0,1.1328536711830968
5,10.0,3,6.218025166679338,0,0.6218025166679337
5,10.0,2,9.305734306013171,0,0.9305734306013171
1,2.0,1,2.320955222102936,0,1.160477611051468
2,4.0,1,7.4041568438287575,0,1.8510392109571894
3,6.0,2,4.844226524971722,0,0.807371087495287
1,2.0,2,1.8734977328309488,0,0.9367488664154744
4,8.0,3,6.865991950105645,0,0.8582489937632056
5,10.0,2,11.748913948945805,0,1.1748913948945805
4,8.0,2,9.43135324242028,0,1.178919155302535
1,2.0,2,2.1668576036821037,0,1.0834288018410518
1,2.0,2,2.0967324142139816,0,1.0483662071069908
3,6.0,2,6.8916883347657025,0,1.1486147224609504
5,10.0,3,6.0162759684180225,0,0.6016275968418022
5,10.0,3,5.810003662636841,0,0.5810003662636841
1,2.0,2,1.8974668233909797,0,0.9487334116954899
3,6.0,3,4.67192712308449,0,0.7786545205140817
2,4.0,2,3.6378026660506655,0,0.9094506665126664
5,10.0,1,11.462813644814679,0,1.1462813644814678
1,2.0,3,1.4572954215755918,0,0.7286477107877959
5,10.0,1,13.503094082295926,0,1.3503094082295926
2,4.0,3,3.111039106655633,0,0.7777597766639083
3,6.0,3,5.026664299262003,0,0.8377773832103338
4,8.0,1,16.170884455794425,0,2.021360556974303
5,10.0,3,8.686465511264668,0,0.8686465511264668
3,6.0,1,8.999944277256882,0,1.499990712876147
3,6.0,1,8.241434700333917,0,1.3735724500556528
2,4.0,1,4.993494037162645,0,1.2483735092906612
1,2.0,1,3.567042003620675,0,1.7835210018103376
2,4.0,3,2.8435615489312163,0,0.7108903872328041
3,6.0,2,5.288882998263058,0,0.8814804997105097
5,10.0,1,11.998043596875572,0,1.1998043596875572
3,6.0,2,6.072850544947816,0,1.0121417574913025
3,6.0,1,7.058968036738099,0,1.1764946727896832
5,10.0,2,10.466601258082953,0,1.0466601258082953
1,2.0,2,1.6938465511699157,0,0.8469232755849578
1,2.0,2,2.148452229783177,0,1.0742261148915886
4,8.0,1,9.988365726146801,0,1.2485457157683502
1,2.0,3,1.5369724587534497,0,0.7684862293767248
5,10.0,1,16.538744964410476,0,1.6538744964410477
3,6.0,1,7.173383210245611,0,1.1955638683742686
5,10.0,2,10.721826505437303,0,1.0721826505437302
2,4.0,2,4.759519762993103,0,1.1898799407482759
3,6.0,1,10.964049829894035,0,1.8273416383156726
4,8.0,2,9.305019689550848,0,1.163127461193856
3,6.0,2,6.597987933843079,0,1.0996646556405132
