project_id,ds,y,cap,headcount
PROJ_ALPHA,2023-04-24 17:13:34.564437,73659298,80000000000,49
PROJ_ALPHA,2023-04-25 17:13:34.564437,89454113,80000000000,49
PROJ_ALPHA,2023-04-26 17:13:34.564437,83972846,80000000000,49
PROJ_ALPHA,2023-04-27 17:13:34.564437,93730769,80000000000,49
PROJ_ALPHA,2023-04-28 17:13:34.564437,85520826,80000000000,49
PROJ_ALPHA,2023-04-29 17:13:34.564437,65010412,80000000000,49
PROJ_ALPHA,2023-04-30 17:13:34.564437,69520143,80000000000,49
PROJ_ALPHA,2023-05-01 17:13:34.564437,74105683,80000000000,49
PROJ_ALPHA,2023-05-02 17:13:34.564437,67274432,80000000000,49
PROJ_ALPHA,2023-05-03 17:13:34.564437,76802668,80000000000,49
PROJ_ALPHA,2023-05-04 17:13:34.564437,74007222,80000000000,49
PROJ_ALPHA,2023-05-05 17:13:34.564437,73623284,80000000000,49
PROJ_ALPHA,2023-05-06 17:13:34.564437,66004390,80000000000,49
PROJ_ALPHA,2023-05-07 17:13:34.564437,64406863,80000000000,49
PROJ_ALPHA,2023-05-08 17:13:34.564437,78521849,80000000000,49
PROJ_ALPHA,2023-05-09 17:13:34.564437,68597668,80000000000,49
PROJ_ALPHA,2023-05-10 17:13:34.564437,79959143,80000000000,50
PROJ_ALPHA,2023-05-11 17:13:34.564437,78339195,80000000000,50
PROJ_ALPHA,2023-05-12 17:13:34.564437,74615832,80000000000,50
PROJ_ALPHA,2023-05-13 17:13:34.564437,64383827,80000000000,50
PROJ_ALPHA,2023-05-14 17:13:34.564437,64350599,80000000000,50
PROJ_ALPHA,2023-05-15 17:13:34.564437,73666235,80000000000,50
PROJ_ALPHA,2023-05-16 17:13:34.564437,81881975,80000000000,50
PROJ_ALPHA,2023-05-17 17:13:34.564437,71989056,80000000000,50
PROJ_ALPHA,2023-05-18 17:13:34.564437,72042360,80000000000,50
PROJ_ALPHA,2023-05-19 17:13:34.564437,78466411,80000000000,50
PROJ_ALPHA,2023-05-20 17:13:34.564437,72803022,80000000000,50
PROJ_ALPHA,2023-05-21 17:13:34.564437,67399209,80000000000,50
PROJ_ALPHA,2023-05-22 17:13:34.564437,76670011,80000000000,50
PROJ_ALPHA,2023-05-23 17:13:34.564437,78241550,80000000000,50
PROJ_ALPHA,2023-05-24 17:13:34.564437,79442612,80000000000,50
PROJ_ALPHA,2023-05-25 17:13:34.564437,86614053,80000000000,50
PROJ_ALPHA,2023-05-26 17:13:34.564437,90932746,80000000000,50
PROJ_ALPHA,2023-05-27 17:13:34.564437,65766350,80000000000,50
PROJ_ALPHA,2023-05-28 17:13:34.564437,71106676,80000000000,50
PROJ_ALPHA,2023-05-29 17:13:34.564437,87914311,80000000000,50
PROJ_ALPHA,2023-05-30 17:13:34.564437,85628955,80000000000,50
PROJ_ALPHA,2023-05-31 17:13:34.564437,88343788,80000000000,50
PROJ_ALPHA,2023-06-01 17:13:34.564437,75633851,80000000000,50
PROJ_ALPHA,2023-06-02 17:13:34.564437,76275559,80000000000,50
PROJ_ALPHA,2023-06-03 17:13:34.564437,67454248,80000000000,50
PROJ_ALPHA,2023-06-04 17:13:34.564437,63087153,80000000000,50
PROJ_ALPHA,2023-06-05 17:13:34.564437,79282645,80000000000,50
PROJ_ALPHA,2023-06-06 17:13:34.564437,74441074,80000000000,50
PROJ_ALPHA,2023-06-07 17:13:34.564437,74920020,80000000000,50
PROJ_ALPHA,2023-06-08 17:13:34.564437,78399636,80000000000,50
PROJ_ALPHA,2023-06-09 17:13:34.564437,76640968,80000000000,51
PROJ_ALPHA,2023-06-10 17:13:34.564437,64497779,80000000000,51
PROJ_ALPHA,2023-06-11 17:13:34.564437,69064117,80000000000,51
PROJ_ALPHA,2023-06-12 17:13:34.564437,74106272,80000000000,51
PROJ_ALPHA,2023-06-13 17:13:34.564437,73069738,80000000000,51
PROJ_ALPHA,2023-06-14 17:13:34.564437,75982189,80000000000,51
PROJ_ALPHA,2023-06-15 17:13:34.564437,72423122,80000000000,51
PROJ_ALPHA,2023-06-16 17:13:34.564437,73978750,80000000000,51
PROJ_ALPHA,2023-06-17 17:13:34.564437,67816036,80000000000,51
PROJ_ALPHA,2023-06-18 17:13:34.564437,67925473,80000000000,51
PROJ_ALPHA,2023-06-19 17:13:34.564437,79176886,80000000000,51
PROJ_ALPHA,2023-06-20 17:13:34.564437,83471241,80000000000,51
PROJ_ALPHA,2023-06-21 17:13:34.564437,88167239,80000000000,51
PROJ_ALPHA,2023-06-22 17:13:34.564437,74245396,80000000000,51
PROJ_ALPHA,2023-06-23 17:13:34.564437,75495694,80000000000,51
PROJ_ALPHA,2023-06-24 17:13:34.564437,70081264,80000000000,51
PROJ_ALPHA,2023-06-25 17:13:34.564437,71084361,80000000000,51
PROJ_ALPHA,2023-06-26 17:13:34.564437,93257586,80000000000,51
PROJ_ALPHA,2023-06-27 17:13:34.564437,86680786,80000000000,51
PROJ_ALPHA,2023-06-28 17:13:34.564437,98597762,80000000000,51
PROJ_ALPHA,2023-06-29 17:13:34.564437,89303810,80000000000,51
PROJ_ALPHA,2023-06-30 17:13:34.564437,92287018,80000000000,51
PROJ_ALPHA,2023-07-01 17:13:34.564437,77022643,80000000000,51
PROJ_ALPHA,2023-07-02 17:13:34.564437,70864531,80000000000,51
PROJ_ALPHA,2023-07-03 17:13:34.564437,77000989,80000000000,51
PROJ_ALPHA,2023-07-04 17:13:34.564437,74586157,80000000000,51
PROJ_ALPHA,2023-07-05 17:13:34.564437,77822866,80000000000,51
PROJ_ALPHA,2023-07-06 17:13:34.564437,74215780,80000000000,51
PROJ_ALPHA,2023-07-07 17:13:34.564437,70018017,80000000000,51
PROJ_ALPHA,2023-07-08 17:13:34.564437,67393235,80000000000,51
PROJ_ALPHA,2023-07-09 17:13:34.564437,69478225,80000000000,51
PROJ_ALPHA,2023-07-10 17:13:34.564437,76707437,80000000000,51
PROJ_ALPHA,2023-07-11 17:13:34.564437,75177062,80000000000,51
PROJ_ALPHA,2023-07-12 17:13:34.564437,78719152,80000000000,51
PROJ_ALPHA,2023-07-13 17:13:34.564437,74152638,80000000000,51
PROJ_ALPHA,2023-07-14 17:13:34.564437,75333822,80000000000,51
PROJ_ALPHA,2023-07-15 17:13:34.564437,66983657,80000000000,51
PROJ_ALPHA,2023-07-16 17:13:34.564437,69053489,80000000000,51
PROJ_ALPHA,2023-07-17 17:13:34.564437,74873892,80000000000,51
PROJ_ALPHA,2023-07-18 17:13:34.564437,78116096,80000000000,51
PROJ_ALPHA,2023-07-19 17:13:34.564437,78671225,80000000000,51
PROJ_ALPHA,2023-07-20 17:13:34.564437,69294137,80000000000,51
PROJ_ALPHA,2023-07-21 17:13:34.564437,74578325,80000000000,51
PROJ_ALPHA,2023-07-22 17:13:34.564437,69225473,80000000000,51
PROJ_ALPHA,2023-07-23 17:13:34.564437,74269393,80000000000,51
PROJ_ALPHA,2023-07-24 17:13:34.564437,71728125,80000000000,51
PROJ_ALPHA,2023-07-25 17:13:34.564437,88260059,80000000000,51
PROJ_ALPHA,2023-07-26 17:13:34.564437,91995250,80000000000,51
PROJ_ALPHA,2023-07-27 17:13:34.564437,90384659,80000000000,51
PROJ_ALPHA,2023-07-28 17:13:34.564437,98740222,80000000000,51
PROJ_ALPHA,2023-07-29 17:13:34.564437,66537190,80000000000,51
PROJ_ALPHA,2023-07-30 17:13:34.564437,67308330,80000000000,51
PROJ_ALPHA,2023-07-31 17:13:34.564437,90105371,80000000000,51
PROJ_ALPHA,2023-08-01 17:13:34.564437,76772412,80000000000,51
PROJ_ALPHA,2023-08-02 17:13:34.564437,73583231,80000000000,51
PROJ_ALPHA,2023-08-03 17:13:34.564437,80886175,80000000000,51
PROJ_ALPHA,2023-08-04 17:13:34.564437,72210040,80000000000,51
PROJ_ALPHA,2023-08-05 17:13:34.564437,60342700,80000000000,51
PROJ_ALPHA,2023-08-06 17:13:34.564437,71239571,80000000000,51
PROJ_ALPHA,2023-08-07 17:13:34.564437,71749717,80000000000,51
PROJ_ALPHA,2023-08-08 17:13:34.564437,67609901,80000000000,50
PROJ_ALPHA,2023-08-09 17:13:34.564437,70069181,80000000000,50
PROJ_ALPHA,2023-08-10 17:13:34.564437,74709306,80000000000,50
PROJ_ALPHA,2023-08-11 17:13:34.564437,75907791,80000000000,50
PROJ_ALPHA,2023-08-12 17:13:34.564437,65256997,80000000000,50
PROJ_ALPHA,2023-08-13 17:13:34.564437,62941544,80000000000,50
PROJ_ALPHA,2023-08-14 17:13:34.564437,76194134,80000000000,50
PROJ_ALPHA,2023-08-15 17:13:34.564437,79421677,80000000000,50
PROJ_ALPHA,2023-08-16 17:13:34.564437,70756684,80000000000,50
PROJ_ALPHA,2023-08-17 17:13:34.564437,79180165,80000000000,50
PROJ_ALPHA,2023-08-18 17:13:34.564437,80939630,80000000000,50
PROJ_ALPHA,2023-08-19 17:13:34.564437,60330538,80000000000,50
PROJ_ALPHA,2023-08-20 17:13:34.564437,71410880,80000000000,50
PROJ_ALPHA,2023-08-21 17:13:34.564437,78938222,80000000000,50
PROJ_ALPHA,2023-08-22 17:13:34.564437,74772200,80000000000,50
PROJ_ALPHA,2023-08-23 17:13:34.564437,71872956,80000000000,50
PROJ_ALPHA,2023-08-24 17:13:34.564437,72887706,80000000000,50
PROJ_ALPHA,2023-08-25 17:13:34.564437,83584185,80000000000,50
PROJ_ALPHA,2023-08-26 17:13:34.564437,64906485,80000000000,50
PROJ_ALPHA,2023-08-27 17:13:34.564437,68160618,80000000000,50
PROJ_ALPHA,2023-08-28 17:13:34.564437,91577286,80000000000,50
PROJ_ALPHA,2023-08-29 17:13:34.564437,91133871,80000000000,50
PROJ_ALPHA,2023-08-30 17:13:34.564437,97049806,80000000000,50
PROJ_ALPHA,2023-08-31 17:13:34.564437,79401606,80000000000,50
PROJ_ALPHA,2023-09-01 17:13:34.564437,75670709,80000000000,50
PROJ_ALPHA,2023-09-02 17:13:34.564437,69983737,80000000000,50
PROJ_ALPHA,2023-09-03 17:13:34.564437,73926189,80000000000,50
PROJ_ALPHA,2023-09-04 17:13:34.564437,70777536,80000000000,50
PROJ_ALPHA,2023-09-05 17:13:34.564437,72596009,80000000000,50
PROJ_ALPHA,2023-09-06 17:13:34.564437,84593312,80000000000,50
PROJ_ALPHA,2023-09-07 17:13:34.564437,74414794,80000000000,51
PROJ_ALPHA,2023-09-08 17:13:34.564437,73862205,80000000000,51
PROJ_ALPHA,2023-09-09 17:13:34.564437,62732700,80000000000,51
PROJ_ALPHA,2023-09-10 17:13:34.564437,66566878,80000000000,51
PROJ_ALPHA,2023-09-11 17:13:34.564437,75142177,80000000000,51
PROJ_ALPHA,2023-09-12 17:13:34.564437,79409088,80000000000,51
PROJ_ALPHA,2023-09-13 17:13:34.564437,72055521,80000000000,51
PROJ_ALPHA,2023-09-14 17:13:34.564437,73904964,80000000000,51
PROJ_ALPHA,2023-09-15 17:13:34.564437,77212722,80000000000,51
PROJ_ALPHA,2023-09-16 17:13:34.564437,74510604,80000000000,51
PROJ_ALPHA,2023-09-17 17:13:34.564437,71043915,80000000000,51
PROJ_ALPHA,2023-09-18 17:13:34.564437,79513636,80000000000,51
PROJ_ALPHA,2023-09-19 17:13:34.564437,71263537,80000000000,51
PROJ_ALPHA,2023-09-20 17:13:34.564437,77645684,80000000000,51
PROJ_ALPHA,2023-09-21 17:13:34.564437,80385890,80000000000,51
PROJ_ALPHA,2023-09-22 17:13:34.564437,78693908,80000000000,51
PROJ_ALPHA,2023-09-23 17:13:34.564437,68272557,80000000000,51
PROJ_ALPHA,2023-09-24 17:13:34.564437,71263727,80000000000,51
PROJ_ALPHA,2023-09-25 17:13:34.564437,91579584,80000000000,51
PROJ_ALPHA,2023-09-26 17:13:34.564437,97810832,80000000000,51
PROJ_ALPHA,2023-09-27 17:13:34.564437,95256283,80000000000,51
PROJ_ALPHA,2023-09-28 17:13:34.564437,92977679,80000000000,51
PROJ_ALPHA,2023-09-29 17:13:34.564437,98984803,80000000000,51
PROJ_ALPHA,2023-09-30 17:13:34.564437,75609232,80000000000,51
PROJ_ALPHA,2023-10-01 17:13:34.564437,69577190,80000000000,51
PROJ_ALPHA,2023-10-02 17:13:34.564437,73840985,80000000000,51
PROJ_ALPHA,2023-10-03 17:13:34.564437,78176367,80000000000,51
PROJ_ALPHA,2023-10-04 17:13:34.564437,77942669,80000000000,51
PROJ_ALPHA,2023-10-05 17:13:34.564437,77998499,80000000000,51
PROJ_ALPHA,2023-10-06 17:13:34.564437,82539567,80000000000,51
PROJ_ALPHA,2023-10-07 17:13:34.564437,65942220,80000000000,52
PROJ_ALPHA,2023-10-08 17:13:34.564437,70019521,80000000000,52
PROJ_ALPHA,2023-10-09 17:13:34.564437,77072337,80000000000,52
PROJ_ALPHA,2023-10-10 17:13:34.564437,77891739,80000000000,52
PROJ_ALPHA,2023-10-11 17:13:34.564437,73167586,80000000000,52
PROJ_ALPHA,2023-10-12 17:13:34.564437,76801993,80000000000,52
PROJ_ALPHA,2023-10-13 17:13:34.564437,79182626,80000000000,52
PROJ_ALPHA,2023-10-14 17:13:34.564437,69347678,80000000000,52
PROJ_ALPHA,2023-10-15 17:13:34.564437,61812763,80000000000,52
PROJ_ALPHA,2023-10-16 17:13:34.564437,74563981,80000000000,52
PROJ_ALPHA,2023-10-17 17:13:34.564437,83865022,80000000000,52
PROJ_ALPHA,2023-10-18 17:13:34.564437,79780890,80000000000,52
PROJ_ALPHA,2023-10-19 17:13:34.564437,80303217,80000000000,52
PROJ_ALPHA,2023-10-20 17:13:34.564437,73899070,80000000000,52
PROJ_ALPHA,2023-10-21 17:13:34.564437,62550388,80000000000,52
PROJ_ALPHA,2023-10-22 17:13:34.564437,70889556,80000000000,52
PROJ_ALPHA,2023-10-23 17:13:34.564437,78053224,80000000000,52
PROJ_ALPHA,2023-10-24 17:13:34.564437,79348019,80000000000,52
PROJ_ALPHA,2023-10-25 17:13:34.564437,97077187,80000000000,52
PROJ_ALPHA,2023-10-26 17:13:34.564437,99165571,80000000000,52
PROJ_ALPHA,2023-10-27 17:13:34.564437,96581963,80000000000,52
PROJ_ALPHA,2023-10-28 17:13:34.564437,75037297,80000000000,52
PROJ_ALPHA,2023-10-29 17:13:34.564437,72584992,80000000000,52
PROJ_ALPHA,2023-10-30 17:13:34.564437,99098534,80000000000,52
PROJ_ALPHA,2023-10-31 17:13:34.564437,92631063,80000000000,52
PROJ_ALPHA,2023-11-01 17:13:34.564437,70423275,80000000000,52
PROJ_ALPHA,2023-11-02 17:13:34.564437,80897509,80000000000,52
PROJ_ALPHA,2023-11-03 17:13:34.564437,78392749,80000000000,52
PROJ_ALPHA,2023-11-04 17:13:34.564437,58280175,80000000000,52
PROJ_ALPHA,2023-11-05 17:13:34.564437,75051997,80000000000,52
PROJ_ALPHA,2023-11-06 17:13:34.564437,79818690,80000000000,53
PROJ_ALPHA,2023-11-07 17:13:34.564437,83507440,80000000000,53
PROJ_ALPHA,2023-11-08 17:13:34.564437,75993835,80000000000,53
PROJ_ALPHA,2023-11-09 17:13:34.564437,77884249,80000000000,53
PROJ_ALPHA,2023-11-10 17:13:34.564437,79678916,80000000000,53
PROJ_ALPHA,2023-11-11 17:13:34.564437,71006520,80000000000,53
PROJ_ALPHA,2023-11-12 17:13:34.564437,78072220,80000000000,53
PROJ_ALPHA,2023-11-13 17:13:34.564437,86131931,80000000000,53
PROJ_ALPHA,2023-11-14 17:13:34.564437,87955744,80000000000,53
PROJ_ALPHA,2023-11-15 17:13:34.564437,77669186,80000000000,53
PROJ_ALPHA,2023-11-16 17:13:34.564437,83288143,80000000000,53
PROJ_ALPHA,2023-11-17 17:13:34.564437,85463835,80000000000,53
PROJ_ALPHA,2023-11-18 17:13:34.564437,63723366,80000000000,53
PROJ_ALPHA,2023-11-19 17:13:34.564437,73537248,80000000000,53
PROJ_ALPHA,2023-11-20 17:13:34.564437,80547783,80000000000,53
PROJ_ALPHA,2023-11-21 17:13:34.564437,77212094,80000000000,53
PROJ_ALPHA,2023-11-22 17:13:34.564437,75631623,80000000000,53
PROJ_ALPHA,2023-11-23 17:13:34.564437,72204954,80000000000,53
PROJ_ALPHA,2023-11-24 17:13:34.564437,83029073,80000000000,53
PROJ_ALPHA,2023-11-25 17:13:34.564437,67125469,80000000000,53
PROJ_ALPHA,2023-11-26 17:13:34.564437,69481887,80000000000,53
PROJ_ALPHA,2023-11-27 17:13:34.564437,103730354,80000000000,53
PROJ_ALPHA,2023-11-28 17:13:34.564437,89960448,80000000000,53
PROJ_ALPHA,2023-11-29 17:13:34.564437,98883588,80000000000,53
PROJ_ALPHA,2023-11-30 17:13:34.564437,94385691,80000000000,53
PROJ_ALPHA,2023-12-01 17:13:34.564437,78406810,80000000000,53
PROJ_ALPHA,2023-12-02 17:13:34.564437,69031326,80000000000,53
PROJ_ALPHA,2023-12-03 17:13:34.564437,73927146,80000000000,53
PROJ_ALPHA,2023-12-04 17:13:34.564437,77188731,80000000000,53
PROJ_ALPHA,2023-12-05 17:13:34.564437,81457368,80000000000,53
PROJ_ALPHA,2023-12-06 17:13:34.564437,81876827,80000000000,54
PROJ_ALPHA,2023-12-07 17:13:34.564437,82356093,80000000000,54
PROJ_ALPHA,2023-12-08 17:13:34.564437,88170077,80000000000,54
PROJ_ALPHA,2023-12-09 17:13:34.564437,70842080,80000000000,54
PROJ_ALPHA,2023-12-10 17:13:34.564437,73156725,80000000000,54
PROJ_ALPHA,2023-12-11 17:13:34.564437,77466168,80000000000,54
PROJ_ALPHA,2023-12-12 17:13:34.564437,85608455,80000000000,54
